Percentage of ED visits by syndrome: COVID-19-Like Illness Shortness of Breath and Pneumonia
Date generated: Wed Oct 07 2020 13:47:13 GMT+0530 (India Standard Time)

Geography,Date,Syndrome,Percent
Region 8,2020-08-09,CLI,2.2
Region 8,2020-08-10,CLI,2.3
Region 8,2020-08-11,CLI,2.3
Region 8,2020-08-12,CLI,1.9
Region 8,2020-08-13,CLI,2
Region 8,2020-08-14,CLI,1.8
Region 8,2020-08-15,CLI,1.7
Region 8,2020-08-16,CLI,1.9
Region 8,2020-08-17,CLI,2.3
Region 8,2020-08-18,CLI,2.3
Region 8,2020-08-19,CLI,2.4
Region 8,2020-08-20,CLI,2.2
Region 8,2020-08-21,CLI,1.7
Region 8,2020-08-22,CLI,1.8
Region 8,2020-08-23,CLI,1.9
Region 8,2020-08-24,CLI,2.4
Region 8,2020-08-25,CLI,2.3
Region 8,2020-08-26,CLI,2.3
Region 8,2020-08-27,CLI,2.1
Region 8,2020-08-28,CLI,2.3
Region 8,2020-08-29,CLI,1.8
Region 8,2020-08-30,CLI,2.3
Region 8,2020-08-31,CLI,2.2
Region 8,2020-09-01,CLI,2.3
Region 8,2020-09-02,CLI,2.3
Region 8,2020-09-03,CLI,1.9
Region 8,2020-09-04,CLI,2.1
Region 8,2020-09-05,CLI,2
Region 8,2020-09-06,CLI,2
Region 8,2020-09-07,CLI,2
Region 8,2020-09-08,CLI,2.2
Region 8,2020-09-09,CLI,2.5
Region 8,2020-09-10,CLI,2.2
Region 8,2020-09-11,CLI,2
Region 8,2020-09-12,CLI,2.3
Region 8,2020-09-13,CLI,2.3
Region 8,2020-09-14,CLI,2.6
Region 8,2020-09-15,CLI,2.7
Region 8,2020-09-16,CLI,2.9
Region 8,2020-09-17,CLI,2.9
Region 8,2020-09-18,CLI,3
Region 8,2020-09-19,CLI,3
Region 8,2020-09-20,CLI,3.2
Region 8,2020-09-21,CLI,3.3
Region 8,2020-09-22,CLI,3.4
Region 8,2020-09-23,CLI,3.3
Region 8,2020-09-24,CLI,3.2
Region 8,2020-09-25,CLI,3.1
Region 8,2020-09-26,CLI,3.4
Region 8,2020-09-27,CLI,3.3
Region 8,2020-09-28,CLI,3.5
Region 8,2020-09-29,CLI,3.4
Region 8,2020-09-30,CLI,3.2
Region 8,2020-10-01,CLI,3.1
Region 8,2020-10-02,CLI,2.9
Region 8,2020-10-03,CLI,3.1
Region 9,2020-08-08,CLI,4.1
Region 9,2020-08-09,CLI,4.2
Region 9,2020-08-10,CLI,3.7
Region 9,2020-08-11,CLI,3.6
Region 9,2020-08-12,CLI,3.4
Region 9,2020-08-13,CLI,3.2
Region 9,2020-08-14,CLI,3.2
Region 9,2020-08-15,CLI,3.2
Region 9,2020-08-16,CLI,3.2
Region 9,2020-08-17,CLI,2.8
Region 9,2020-08-18,CLI,2.9
Region 9,2020-08-19,CLI,2.9
Region 9,2020-08-20,CLI,2.8
Region 9,2020-08-21,CLI,2.7
Region 9,2020-08-22,CLI,2.8
Region 9,2020-08-23,CLI,3.1
Region 9,2020-08-24,CLI,2.5
Region 9,2020-08-25,CLI,2.7
Region 9,2020-08-26,CLI,2.5
Region 9,2020-08-27,CLI,2.4
Region 9,2020-08-28,CLI,2.2
Region 9,2020-08-29,CLI,2.6
Region 9,2020-08-30,CLI,2.4
Region 9,2020-08-31,CLI,2.3
Region 9,2020-09-01,CLI,1.9
Region 9,2020-09-02,CLI,2
Region 9,2020-09-03,CLI,2.1
Region 9,2020-09-04,CLI,1.9
Region 9,2020-09-05,CLI,2.2
Region 9,2020-09-06,CLI,2
Region 9,2020-09-07,CLI,2.2
Region 9,2020-09-08,CLI,1.7
Region 9,2020-09-09,CLI,1.7
Region 9,2020-09-10,CLI,1.9
Region 9,2020-09-11,CLI,2
Region 9,2020-09-12,CLI,1.8
Region 9,2020-09-13,CLI,1.8
Region 9,2020-09-14,CLI,1.7
Region 9,2020-09-15,CLI,1.7
Region 9,2020-09-16,CLI,1.8
Region 9,2020-09-17,CLI,1.7
Region 9,2020-09-18,CLI,1.7
Region 9,2020-09-19,CLI,2
Region 9,2020-09-20,CLI,1.9
Region 9,2020-09-21,CLI,1.8
Region 9,2020-09-22,CLI,1.8
Region 9,2020-09-23,CLI,1.7
Region 9,2020-09-24,CLI,1.6
Region 9,2020-09-25,CLI,1.7
Region 9,2020-09-26,CLI,1.6
Region 9,2020-09-27,CLI,1.8
Region 9,2020-09-28,CLI,1.4
Region 9,2020-09-29,CLI,1.6
Region 9,2020-09-30,CLI,1.3
Region 9,2020-10-01,CLI,1.5
Region 9,2020-10-02,CLI,1.6
Region 9,2020-10-03,CLI,1.9
Rhode Island,2020-08-08,CLI,1.8
Rhode Island,2020-08-09,CLI,0.9
Rhode Island,2020-08-10,CLI,1.2
Rhode Island,2020-08-11,CLI,1.4
Rhode Island,2020-08-12,CLI,1.2
Rhode Island,2020-08-13,CLI,2
Rhode Island,2020-08-14,CLI,1.9
Rhode Island,2020-08-15,CLI,1.1
Rhode Island,2020-08-16,CLI,1.2
Rhode Island,2020-08-17,CLI,1.9
Rhode Island,2020-08-18,CLI,1.4
Rhode Island,2020-08-19,CLI,1.5
Rhode Island,2020-08-20,CLI,1.2
Rhode Island,2020-08-21,CLI,1
Rhode Island,2020-08-22,CLI,1
Rhode Island,2020-08-23,CLI,1.1
Rhode Island,2020-08-24,CLI,1.1
Rhode Island,2020-08-25,CLI,1.3
Rhode Island,2020-08-26,CLI,1.2
Rhode Island,2020-08-27,CLI,0.8
Rhode Island,2020-08-28,CLI,1.7
Rhode Island,2020-08-29,CLI,0.7
Rhode Island,2020-08-30,CLI,1
Rhode Island,2020-08-31,CLI,1.4
Rhode Island,2020-09-01,CLI,0.9
Rhode Island,2020-09-02,CLI,1.9
Rhode Island,2020-09-03,CLI,1.4
Rhode Island,2020-09-04,CLI,1.5
Rhode Island,2020-09-05,CLI,1
Rhode Island,2020-09-06,CLI,1.5
Rhode Island,2020-09-07,CLI,1.1
Rhode Island,2020-09-08,CLI,0.6
Rhode Island,2020-09-09,CLI,1.3
Rhode Island,2020-09-10,CLI,1.3
Rhode Island,2020-09-11,CLI,0.9
Rhode Island,2020-09-12,CLI,1.5
Rhode Island,2020-09-13,CLI,1.3
Rhode Island,2020-09-14,CLI,0.9
Rhode Island,2020-09-15,CLI,1.8
Rhode Island,2020-09-16,CLI,1.5
Rhode Island,2020-09-17,CLI,1.1
Rhode Island,2020-09-18,CLI,0.6
Rhode Island,2020-09-19,CLI,0.6
Rhode Island,2020-09-20,CLI,1
Rhode Island,2020-09-21,CLI,1.2
Rhode Island,2020-09-22,CLI,2
Rhode Island,2020-09-23,CLI,1.4
Rhode Island,2020-09-24,CLI,1
Rhode Island,2020-09-25,CLI,1.1
Rhode Island,2020-09-26,CLI,1.3
Rhode Island,2020-09-27,CLI,1
Rhode Island,2020-09-28,CLI,1.3
Rhode Island,2020-09-29,CLI,1.9
Rhode Island,2020-09-30,CLI,1.2
Rhode Island,2020-10-01,CLI,1.5
Rhode Island,2020-10-02,CLI,1.6
Rhode Island,2020-10-03,CLI,1.6
South Carolina,2020-08-08,CLI,4.7
South Carolina,2020-08-09,CLI,3.8
South Carolina,2020-08-10,CLI,4.8
South Carolina,2020-08-11,CLI,4.4
South Carolina,2020-08-12,CLI,4.2
South Carolina,2020-08-13,CLI,4.1
South Carolina,2020-08-14,CLI,4.7
South Carolina,2020-08-15,CLI,3.6
South Carolina,2020-08-16,CLI,3.8
South Carolina,2020-08-17,CLI,4.5
South Carolina,2020-08-18,CLI,3.8
South Carolina,2020-08-19,CLI,4
South Carolina,2020-08-20,CLI,3.8
South Carolina,2020-08-21,CLI,3.5
South Carolina,2020-08-22,CLI,3.6
South Carolina,2020-08-23,CLI,3.3
South Carolina,2020-08-24,CLI,3.5
South Carolina,2020-08-25,CLI,3.3
South Carolina,2020-08-26,CLI,3.6
South Carolina,2020-08-27,CLI,3.5
South Carolina,2020-08-28,CLI,3.2
South Carolina,2020-08-29,CLI,3.4
South Carolina,2020-08-30,CLI,2.7
South Carolina,2020-08-31,CLI,3.6
South Carolina,2020-09-01,CLI,3.3
South Carolina,2020-09-02,CLI,3
South Carolina,2020-09-03,CLI,3.4
South Carolina,2020-09-04,CLI,3.3
South Carolina,2020-09-05,CLI,2.8
South Carolina,2020-09-06,CLI,3.4
South Carolina,2020-09-07,CLI,3.3
South Carolina,2020-09-08,CLI,3.4
South Carolina,2020-09-09,CLI,2.8
South Carolina,2020-09-10,CLI,3.5
South Carolina,2020-09-11,CLI,2.8
South Carolina,2020-09-12,CLI,3.6
South Carolina,2020-09-13,CLI,3
South Carolina,2020-09-14,CLI,3
South Carolina,2020-09-15,CLI,2.8
South Carolina,2020-09-16,CLI,3.8
South Carolina,2020-09-17,CLI,3.4
South Carolina,2020-09-18,CLI,3
South Carolina,2020-09-19,CLI,2.4
South Carolina,2020-09-20,CLI,3
South Carolina,2020-09-21,CLI,3.1
South Carolina,2020-09-22,CLI,3.2
South Carolina,2020-09-23,CLI,2.9
South Carolina,2020-09-24,CLI,2.8
South Carolina,2020-09-25,CLI,2.9
South Carolina,2020-09-26,CLI,2.2
South Carolina,2020-09-27,CLI,2.8
South Carolina,2020-09-28,CLI,2.6
South Carolina,2020-09-29,CLI,2.6
South Carolina,2020-09-30,CLI,2.6
South Carolina,2020-10-01,CLI,2.4
South Carolina,2020-10-02,CLI,2.4
South Carolina,2020-10-03,CLI,2.4
Tennessee,2020-08-08,CLI,3.9
Tennessee,2020-08-09,CLI,4.2
Tennessee,2020-08-10,CLI,4.5
Tennessee,2020-08-11,CLI,4.5
Tennessee,2020-08-12,CLI,4.2
Tennessee,2020-08-13,CLI,4.2
Tennessee,2020-08-14,CLI,4.1
Tennessee,2020-08-15,CLI,4.1
Tennessee,2020-08-16,CLI,4
Tennessee,2020-08-17,CLI,4
Tennessee,2020-08-18,CLI,4.1
Tennessee,2020-08-19,CLI,3.7
Tennessee,2020-08-20,CLI,3.9
Tennessee,2020-08-21,CLI,3.4
Tennessee,2020-08-22,CLI,3.7
Tennessee,2020-08-23,CLI,3.8
Tennessee,2020-08-24,CLI,3.9
Tennessee,2020-08-25,CLI,3.3
Tennessee,2020-08-26,CLI,3.5
Tennessee,2020-08-27,CLI,3.4
Tennessee,2020-08-28,CLI,3.6
Tennessee,2020-08-29,CLI,3.5
Tennessee,2020-08-30,CLI,3.6
Tennessee,2020-08-31,CLI,3.8
Tennessee,2020-09-01,CLI,4.2
Tennessee,2020-09-02,CLI,4.2
Tennessee,2020-09-03,CLI,3.7
Tennessee,2020-09-04,CLI,3.5
Tennessee,2020-09-05,CLI,3
Tennessee,2020-09-06,CLI,3
Tennessee,2020-09-07,CLI,3.1
Tennessee,2020-09-08,CLI,3
Tennessee,2020-09-09,CLI,3.2
Tennessee,2020-09-10,CLI,3
Tennessee,2020-09-11,CLI,3.5
Tennessee,2020-09-12,CLI,2.9
Tennessee,2020-09-13,CLI,3.2
Tennessee,2020-09-14,CLI,3.3
Tennessee,2020-09-15,CLI,2.9
Tennessee,2020-09-16,CLI,3.4
Tennessee,2020-09-17,CLI,3.2
Tennessee,2020-09-18,CLI,3.2
Tennessee,2020-09-19,CLI,3.2
Tennessee,2020-09-20,CLI,2.9
Tennessee,2020-09-21,CLI,3.2
Tennessee,2020-09-22,CLI,3.1
Tennessee,2020-09-23,CLI,3.5
Tennessee,2020-09-24,CLI,3
Tennessee,2020-09-25,CLI,3.3
Tennessee,2020-09-26,CLI,2.8
Tennessee,2020-09-27,CLI,3.1
Tennessee,2020-09-28,CLI,3.3
Tennessee,2020-09-29,CLI,3.3
Tennessee,2020-09-30,CLI,2.8
Tennessee,2020-10-01,CLI,3.4
Tennessee,2020-10-02,CLI,2.8
Tennessee,2020-10-03,CLI,2.8
United States,2020-08-08,CLI,2.8
United States,2020-08-09,CLI,2.8
United States,2020-08-10,CLI,2.8
United States,2020-08-11,CLI,2.6
United States,2020-08-12,CLI,2.6
United States,2020-08-13,CLI,2.5
United States,2020-08-14,CLI,2.5
United States,2020-08-15,CLI,2.4
United States,2020-08-16,CLI,2.5
United States,2020-08-17,CLI,2.4
United States,2020-08-18,CLI,2.3
United States,2020-08-19,CLI,2.4
United States,2020-08-20,CLI,2.3
United States,2020-08-21,CLI,2.2
United States,2020-08-22,CLI,2.2
United States,2020-08-23,CLI,2.3
United States,2020-08-24,CLI,2.2
United States,2020-08-25,CLI,2.2
United States,2020-08-26,CLI,2.1
United States,2020-08-27,CLI,2.1
United States,2020-08-28,CLI,2.1
United States,2020-08-29,CLI,2.1
United States,2020-08-30,CLI,2.1
United States,2020-08-31,CLI,2.1
United States,2020-09-01,CLI,2
United States,2020-09-02,CLI,2.1
United States,2020-09-03,CLI,2
United States,2020-09-04,CLI,1.9
United States,2020-09-05,CLI,1.9
United States,2020-09-06,CLI,2
United States,2020-09-07,CLI,2.1
United States,2020-09-08,CLI,2
United States,2020-09-09,CLI,1.9
United States,2020-09-10,CLI,1.9
United States,2020-09-11,CLI,1.9
United States,2020-09-12,CLI,1.9
United States,2020-09-13,CLI,1.9
United States,2020-09-14,CLI,2
United States,2020-09-15,CLI,1.9
United States,2020-09-16,CLI,2
United States,2020-09-17,CLI,2
United States,2020-09-18,CLI,1.9
United States,2020-09-19,CLI,2
United States,2020-09-20,CLI,2.1
United States,2020-09-21,CLI,2.1
United States,2020-09-22,CLI,2.1
United States,2020-09-23,CLI,2.1
United States,2020-09-24,CLI,2
United States,2020-09-25,CLI,2
United States,2020-09-26,CLI,1.9
United States,2020-09-27,CLI,2.1
United States,2020-09-28,CLI,2
United States,2020-09-29,CLI,1.9
United States,2020-09-30,CLI,1.9
United States,2020-10-01,CLI,1.8
United States,2020-10-02,CLI,1.9
United States,2020-10-03,CLI,2
Utah,2020-08-08,CLI,3
Utah,2020-08-09,CLI,3.4
Utah,2020-08-10,CLI,3.7
Utah,2020-08-11,CLI,3.1
Utah,2020-08-12,CLI,2.5
Utah,2020-08-13,CLI,2.9
Utah,2020-08-14,CLI,2.3
Utah,2020-08-15,CLI,2.3
Utah,2020-08-16,CLI,2.9
Utah,2020-08-17,CLI,3.9
Utah,2020-08-18,CLI,3.5
Utah,2020-08-19,CLI,3.4
Utah,2020-08-20,CLI,3.8
Utah,2020-08-21,CLI,3.1
Utah,2020-08-22,CLI,2.1
Utah,2020-08-23,CLI,3.1
Utah,2020-08-24,CLI,3.3
Utah,2020-08-25,CLI,3.3
Utah,2020-08-26,CLI,2.9
Utah,2020-08-27,CLI,3.5
Utah,2020-08-28,CLI,3.5
Utah,2020-08-29,CLI,2.8
Utah,2020-08-30,CLI,3.7
Utah,2020-08-31,CLI,3.1
Utah,2020-09-01,CLI,2.2
Utah,2020-09-02,CLI,3.3
Utah,2020-09-03,CLI,2.9
Utah,2020-09-04,CLI,3.2
Utah,2020-09-05,CLI,2.4
Utah,2020-09-06,CLI,2.7
Utah,2020-09-07,CLI,2.4
Utah,2020-09-08,CLI,3.2
Utah,2020-09-09,CLI,3.5
Utah,2020-09-10,CLI,2.9
Utah,2020-09-11,CLI,2.9
Utah,2020-09-12,CLI,2.9
Utah,2020-09-13,CLI,2.9
Utah,2020-09-14,CLI,3.2
Utah,2020-09-15,CLI,4.1
Utah,2020-09-16,CLI,4.7
Utah,2020-09-17,CLI,4.2
Utah,2020-09-18,CLI,4.2
Utah,2020-09-19,CLI,4
Utah,2020-09-20,CLI,4.1
Utah,2020-09-21,CLI,4.6
Utah,2020-09-22,CLI,5.3
Utah,2020-09-23,CLI,4.6
Utah,2020-09-24,CLI,4.8
Utah,2020-09-25,CLI,4.3
Utah,2020-09-26,CLI,4.7
Utah,2020-09-27,CLI,4.9
Utah,2020-09-28,CLI,4.7
Utah,2020-09-29,CLI,4.7
Utah,2020-09-30,CLI,3.6
Utah,2020-10-01,CLI,3.8
Utah,2020-10-02,CLI,4.1
Utah,2020-10-03,CLI,4.3
Vermont,2020-08-08,CLI,1.1
Vermont,2020-08-09,CLI,0.9
Vermont,2020-08-10,CLI,1.1
Vermont,2020-08-11,CLI,1.6
Vermont,2020-08-12,CLI,1.7
Vermont,2020-08-13,CLI,1.2
Vermont,2020-08-14,CLI,0.6
Vermont,2020-08-15,CLI,0.7
Vermont,2020-08-16,CLI,0.5
Vermont,2020-08-17,CLI,1
Vermont,2020-08-18,CLI,1.2
Vermont,2020-08-19,CLI,1.5
Vermont,2020-08-20,CLI,1.4
Vermont,2020-08-21,CLI,1.3
Vermont,2020-08-22,CLI,1.3
Vermont,2020-08-23,CLI,0.6
Vermont,2020-08-24,CLI,1.8
Vermont,2020-08-25,CLI,0.9
Vermont,2020-08-26,CLI,1.4
Vermont,2020-08-27,CLI,1.2
Vermont,2020-08-28,CLI,0.3
Vermont,2020-08-29,CLI,1.4
Vermont,2020-08-30,CLI,0.5
Vermont,2020-08-31,CLI,1.5
Vermont,2020-09-01,CLI,0.6
Vermont,2020-09-02,CLI,0.8
Vermont,2020-09-03,CLI,0.6
Vermont,2020-09-04,CLI,1
Vermont,2020-09-05,CLI,0.7
Vermont,2020-09-06,CLI,1.3
Vermont,2020-09-07,CLI,1.1
Vermont,2020-09-08,CLI,1.3
Vermont,2020-09-09,CLI,0.8
Vermont,2020-09-10,CLI,0.6
Vermont,2020-09-11,CLI,1.1
Vermont,2020-09-12,CLI,0.3
Vermont,2020-09-13,CLI,0.4
Vermont,2020-09-14,CLI,4.7
Vermont,2020-09-15,CLI,2.2
Vermont,2020-09-16,CLI,1.7
Vermont,2020-09-17,CLI,1.6
Vermont,2020-09-18,CLI,1.2
Vermont,2020-09-19,CLI,1.5
Vermont,2020-09-20,CLI,1.2
Vermont,2020-09-21,CLI,1.1
Vermont,2020-09-22,CLI,2.1
Vermont,2020-09-23,CLI,1
Vermont,2020-09-24,CLI,1
Vermont,2020-09-25,CLI,0.8
Vermont,2020-09-26,CLI,0.9
Vermont,2020-09-27,CLI,0.8
Vermont,2020-09-28,CLI,2.1
Vermont,2020-09-29,CLI,1.1
Vermont,2020-09-30,CLI,1.2
Vermont,2020-10-01,CLI,0.7
Vermont,2020-10-02,CLI,0.6
Vermont,2020-10-03,CLI,0.6
Virginia,2020-08-08,CLI,2.5
Virginia,2020-08-09,CLI,2.2
Virginia,2020-08-10,CLI,2.4
Virginia,2020-08-11,CLI,2.5
Virginia,2020-08-12,CLI,2.5
Virginia,2020-08-13,CLI,2.6
Virginia,2020-08-14,CLI,2.3
Virginia,2020-08-15,CLI,2.2
Virginia,2020-08-16,CLI,2.6
Virginia,2020-08-17,CLI,2.5
Virginia,2020-08-18,CLI,2.4
Virginia,2020-08-19,CLI,2.3
Virginia,2020-08-20,CLI,2.3
Virginia,2020-08-21,CLI,2.3
Virginia,2020-08-22,CLI,2.4
Virginia,2020-08-23,CLI,2.5
Virginia,2020-08-24,CLI,2.3
Virginia,2020-08-25,CLI,2.4
Virginia,2020-08-26,CLI,2.5
Virginia,2020-08-27,CLI,2.2
Virginia,2020-08-28,CLI,2.3
Virginia,2020-08-29,CLI,2
Virginia,2020-08-30,CLI,2.2
Virginia,2020-08-31,CLI,2.3
Virginia,2020-09-01,CLI,2.1
Virginia,2020-09-02,CLI,2.2
Virginia,2020-09-03,CLI,2.4
Virginia,2020-09-04,CLI,2
Virginia,2020-09-05,CLI,2.2
Virginia,2020-09-06,CLI,2.5
Virginia,2020-09-07,CLI,1.9
Virginia,2020-09-08,CLI,2.2
Virginia,2020-09-09,CLI,2.2
Virginia,2020-09-10,CLI,2.1
Virginia,2020-09-11,CLI,1.8
Virginia,2020-09-12,CLI,2.4
Virginia,2020-09-13,CLI,2
Virginia,2020-09-14,CLI,1.8
Virginia,2020-09-15,CLI,2.2
Virginia,2020-09-16,CLI,2
Virginia,2020-09-17,CLI,1.7
Virginia,2020-09-18,CLI,1.9
Virginia,2020-09-19,CLI,1.9
Virginia,2020-09-20,CLI,2.1
Virginia,2020-09-21,CLI,1.9
Virginia,2020-09-22,CLI,2
Virginia,2020-09-23,CLI,1.9
Virginia,2020-09-24,CLI,2
Virginia,2020-09-25,CLI,1.9
Virginia,2020-09-26,CLI,1.7
Virginia,2020-09-27,CLI,2.4
Virginia,2020-09-28,CLI,1.9
Virginia,2020-09-29,CLI,1.9
Virginia,2020-09-30,CLI,2.2
Virginia,2020-10-01,CLI,2.1
Virginia,2020-10-02,CLI,2.1
Virginia,2020-10-03,CLI,2.3
Washington,2020-08-08,CLI,2.4
Washington,2020-08-09,CLI,2.3
Washington,2020-08-10,CLI,2.5
Washington,2020-08-11,CLI,2.2
Washington,2020-08-12,CLI,2.3
Washington,2020-08-13,CLI,2.4
Washington,2020-08-14,CLI,2
Washington,2020-08-15,CLI,2.2
Washington,2020-08-16,CLI,2.4
Washington,2020-08-17,CLI,2.5
Washington,2020-08-18,CLI,2.1
Washington,2020-08-19,CLI,2.2
Washington,2020-08-20,CLI,1.9
Washington,2020-08-21,CLI,1.9
Washington,2020-08-22,CLI,1.9
Washington,2020-08-23,CLI,2.7
Washington,2020-08-24,CLI,2.1
Washington,2020-08-25,CLI,2.1
Washington,2020-08-26,CLI,2.4
Washington,2020-08-27,CLI,2.1
Washington,2020-08-28,CLI,2.3
Washington,2020-08-29,CLI,1.8
Washington,2020-08-30,CLI,2.1
Washington,2020-08-31,CLI,2.2
Washington,2020-09-01,CLI,2.2
Washington,2020-09-02,CLI,2.2
Washington,2020-09-03,CLI,1.7
Washington,2020-09-04,CLI,2
Washington,2020-09-05,CLI,1.7
Washington,2020-09-06,CLI,1.9
Washington,2020-09-07,CLI,2
Washington,2020-09-08,CLI,1.9
Washington,2020-09-09,CLI,1.6
Washington,2020-09-10,CLI,2
Washington,2020-09-11,CLI,1.9
Washington,2020-09-12,CLI,1.7
Washington,2020-09-13,CLI,1.7
Washington,2020-09-14,CLI,1.8
Washington,2020-09-15,CLI,1.8
Washington,2020-09-16,CLI,1.7
Washington,2020-09-17,CLI,1.6
Washington,2020-09-18,CLI,1.7
Washington,2020-09-19,CLI,1.4
Washington,2020-09-20,CLI,1.9
Washington,2020-09-21,CLI,1.7
Washington,2020-09-22,CLI,1.8
Washington,2020-09-23,CLI,1.9
Washington,2020-09-24,CLI,2.1
Washington,2020-09-25,CLI,1.4
Washington,2020-09-26,CLI,1.5
Washington,2020-09-27,CLI,1.4
Washington,2020-09-28,CLI,1.8
Washington,2020-09-29,CLI,1.9
Washington,2020-09-30,CLI,1.6
Washington,2020-10-01,CLI,1.4
Washington,2020-10-02,CLI,1.7
Washington,2020-10-03,CLI,1.8
West Virginia,2020-08-08,CLI,1.4
West Virginia,2020-08-09,CLI,1.6
West Virginia,2020-08-10,CLI,1.9
West Virginia,2020-08-11,CLI,1.6
West Virginia,2020-08-12,CLI,1.5
West Virginia,2020-08-13,CLI,1.5
West Virginia,2020-08-14,CLI,1.4
West Virginia,2020-08-15,CLI,2
West Virginia,2020-08-16,CLI,1.5
West Virginia,2020-08-17,CLI,1.5
West Virginia,2020-08-18,CLI,1.3
West Virginia,2020-08-19,CLI,0.9
West Virginia,2020-08-20,CLI,1.5
West Virginia,2020-08-21,CLI,1.7
West Virginia,2020-08-22,CLI,1.4
West Virginia,2020-08-23,CLI,1.7
West Virginia,2020-08-24,CLI,1.3
West Virginia,2020-08-25,CLI,1.4
West Virginia,2020-08-26,CLI,1.2
West Virginia,2020-08-27,CLI,1.3
West Virginia,2020-08-28,CLI,1.4
West Virginia,2020-08-29,CLI,1.7
West Virginia,2020-08-30,CLI,1.8
West Virginia,2020-08-31,CLI,1.4
West Virginia,2020-09-01,CLI,1.4
West Virginia,2020-09-02,CLI,1.1
West Virginia,2020-09-03,CLI,1.5
West Virginia,2020-09-04,CLI,1.4
West Virginia,2020-09-05,CLI,1.4
West Virginia,2020-09-06,CLI,1.7
West Virginia,2020-09-07,CLI,2
West Virginia,2020-09-08,CLI,1.2
West Virginia,2020-09-09,CLI,1.6
West Virginia,2020-09-10,CLI,1.8
West Virginia,2020-09-11,CLI,1.7
West Virginia,2020-09-12,CLI,1.3
West Virginia,2020-09-13,CLI,1.6
West Virginia,2020-09-14,CLI,1.6
West Virginia,2020-09-15,CLI,1.5
West Virginia,2020-09-16,CLI,1.4
West Virginia,2020-09-17,CLI,1.5
West Virginia,2020-09-18,CLI,1.4
West Virginia,2020-09-19,CLI,2
West Virginia,2020-09-20,CLI,1.8
West Virginia,2020-09-21,CLI,1.7
West Virginia,2020-09-22,CLI,1.8
West Virginia,2020-09-23,CLI,2.1
West Virginia,2020-09-24,CLI,2.2
West Virginia,2020-09-25,CLI,1.7
West Virginia,2020-09-26,CLI,1.9
West Virginia,2020-09-27,CLI,2.5
West Virginia,2020-09-28,CLI,1.3
West Virginia,2020-09-29,CLI,1.6
West Virginia,2020-09-30,CLI,1.5
West Virginia,2020-10-01,CLI,1.5
West Virginia,2020-10-02,CLI,1.9
West Virginia,2020-10-03,CLI,1.7
Wisconsin,2020-08-08,CLI,1.8
Wisconsin,2020-08-09,CLI,2.3
Wisconsin,2020-08-10,CLI,1.5
Wisconsin,2020-08-11,CLI,1.3
Wisconsin,2020-08-12,CLI,1.3
Wisconsin,2020-08-13,CLI,1.4
Wisconsin,2020-08-14,CLI,1.7
Wisconsin,2020-08-15,CLI,1.8
Wisconsin,2020-08-16,CLI,1.9
Wisconsin,2020-08-17,CLI,1.5
Wisconsin,2020-08-18,CLI,1.4
Wisconsin,2020-08-19,CLI,1.5
Wisconsin,2020-08-20,CLI,1.3
Wisconsin,2020-08-21,CLI,1.3
Wisconsin,2020-08-22,CLI,1.3
Wisconsin,2020-08-23,CLI,1.7
Wisconsin,2020-08-24,CLI,1.3
Wisconsin,2020-08-25,CLI,1.3
Wisconsin,2020-08-26,CLI,1.4
Wisconsin,2020-08-27,CLI,1.3
Wisconsin,2020-08-28,CLI,1.5
Wisconsin,2020-08-29,CLI,1.5
Wisconsin,2020-08-30,CLI,1.6
Wisconsin,2020-08-31,CLI,1.4
Wisconsin,2020-09-01,CLI,1.3
Wisconsin,2020-09-02,CLI,1.4
Wisconsin,2020-09-03,CLI,1.3
Wisconsin,2020-09-04,CLI,1.2
Wisconsin,2020-09-05,CLI,1.6
Wisconsin,2020-09-06,CLI,1.8
Wisconsin,2020-09-07,CLI,1.7
Wisconsin,2020-09-08,CLI,1.4
Wisconsin,2020-09-09,CLI,1.6
Wisconsin,2020-09-10,CLI,1.5
Wisconsin,2020-09-11,CLI,1.4
Wisconsin,2020-09-12,CLI,2.3
Wisconsin,2020-09-13,CLI,2.2
Wisconsin,2020-09-14,CLI,1.8
Wisconsin,2020-09-15,CLI,1.5
Wisconsin,2020-09-16,CLI,1.9
Wisconsin,2020-09-17,CLI,2.1
Wisconsin,2020-09-18,CLI,1.9
Wisconsin,2020-09-19,CLI,3
Wisconsin,2020-09-20,CLI,2.7
Wisconsin,2020-09-21,CLI,2.4
Wisconsin,2020-09-22,CLI,2.5
Wisconsin,2020-09-23,CLI,3
Wisconsin,2020-09-24,CLI,2.8
Wisconsin,2020-09-25,CLI,2.7
Wisconsin,2020-09-26,CLI,3.4
Wisconsin,2020-09-27,CLI,2.9
Wisconsin,2020-09-28,CLI,3
Wisconsin,2020-09-29,CLI,2.8
Wisconsin,2020-09-30,CLI,2.8
Wisconsin,2020-10-01,CLI,2.8
Wisconsin,2020-10-02,CLI,2.5
Wisconsin,2020-10-03,CLI,3.3
Alabama,2020-08-08,ILI,1
Alabama,2020-08-09,ILI,0.9
Alabama,2020-08-10,ILI,0.9
Alabama,2020-08-11,ILI,0.9
Alabama,2020-08-12,ILI,0.7
Alabama,2020-08-13,ILI,0.7
Alabama,2020-08-14,ILI,0.6
Alabama,2020-08-15,ILI,1
Alabama,2020-08-16,ILI,1
Alabama,2020-08-17,ILI,0.5
